LoanId;AmountDisbursed;Interest;LoanBalance;BorrowDate;Product;Branch;ClearDate;CustomerId;Gender;LoanLimit;CreditScore;loan_repayment_txn_count;loan_repayment_total_paid;loan_repayment_first_payment;loan_repayment_last_payment;loan_overpayment;missed_instalments;Industry;Business Type;Year of Establishment
853398;3000;1000;0;7/30/2025;5 WEEKS CREDIT EASE;MOLO;150725;1422;MALE;4500;2500;1;340;141125;141125;0;50;Food & Hospitality;Food Kiosks;2022
790493;5000;1500;0;1/18/2025;5 WEEKS CREDIT EASE;ENGINEER;150225;1415;MALE;8300;2000;1;6500;180125;180125;0;0;Fashion & Beauty Products;Second Hand Clothes;2016
822033;9000;3500;0;12.05.2025;7 WEEKS CREDIT EASE;ENGINEER;220525;1407;MALE;0;1800;1;3200;40825;40825;0;50;Personal Services ;Farming-Animal Products;2024
794550;8000;2250;0;10.02.2025;5 WEEKS CREDIT EASE;ENGINEER;250225;1405;FEMALE;18000;3500;1;950;160325;160325;0;50;Food & Hospitality;Retail Shop;2019
783643;5000;1500;0;1/22/2025;5 WEEKS CREDIT EASE;MOLO;220125;1389;MALE;7500;1800;1;1300;220125;220125;0;40;Food & Hospitality;Hawking- Mobile merchandize Services;2015
823279;7000;2000;0;12.05.2025;5 WEEKS CREDIT EASE;MOLO;51225;1386;FEMALE;14000;2000;1;500;251125;251125;0;50;Food & Hospitality;Meat Vendor-Butchery;2024
779688;5000;1500;0;1/13/2025;5 WEEKS CREDIT EASE;ENGINEER;130125;1377;MALE;5000;3000;1;1300;130125;130125;0;40;Food & Hospitality;Retail Shop;2016
779123;5000;1500;0;1/17/2025;5 WEEKS CREDIT EASE;MOLO;11025;1376;MALE;9200;2000;1;1270;170125;170125;0;40;Fashion & Beauty Products;Tailoring Services;2023
778899;5000;1500;0;12/13/2024;5 WEEKS CREDIT EASE;ENGINEER;11025;1375;MALE;5000;3000;1;6500;131224;131224;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2018
773660;5000;1500;0;12/26/2024;5 WEEKS CREDIT EASE;MOLO;271224;1366;FEMALE;6000;2500;1;1300;261224;261224;0;40;Food & Hospitality;Food Kiosks;2021
771156;5000;1500;0;12/20/2024;5 WEEKS CREDIT EASE;MOLO;211224;1359;MALE;5000;2000;1;650;201224;201224;0;50;Natural Resources/Environmental ;Firewood & Charcoal Vendor;2020
883655;4000;1250;0;10.09.2025;5 WEEKS CREDIT EASE;MOLO;90925;1339;FEMALE;5600;2000;1;1270;281125;281125;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2018
725268;5000;1500;0;8/27/2024;5 WEEKS CREDIT EASE;ENGINEER;90224;1281;MALE;8600;2000;1;4305;270824;270824;0;10;Fashion & Beauty Products;Second Hand Clothes;2019
722035;5000;1500;0;8/14/2024;5 WEEKS CREDIT EASE;ENGINEER;260824;1272;MALE;10000;2500;1;5200;140824;140824;0;0;Natural Resources/Environmental ;Firewood & Charcoal Vendor;2012
721940;7000;2000;0;12.08.2024;5 WEEKS CREDIT EASE;ENGINEER;260824;1244;FEMALE;9300;3000;1;56;71024;71024;0;50;Food & Hospitality;Retail Shop;2018
708351;8000;2250;0;7/24/2024;5 WEEKS CREDIT EASE;MOLO;230724;1228;MALE;28000;2500;1;750;240724;240724;0;50;Transportation ;Motor Bike Transportation;2018
706566;5000;1500;0;12.07.2024;5 WEEKS CREDIT EASE;ENGINEER;180724;1226;MALE;10000;2000;1;6500;161224;161224;0;10;Food & Hospitality;Green Grocery (Fruit/Vegetables);2021
695942;5000;1500;0;6/14/2024;5 WEEKS CREDIT EASE;ENGINEER;210624;1202;MALE;5700;2000;1;3400;140624;140624;0;20;Agriculture ;Farming-Crop Products (Coconuts etc);2016
694664;5000;1500;0;6/20/2024;5 WEEKS CREDIT EASE;MOLO;180624;1200;MALE;7100;2000;1;13;200624;200624;0;50;Fashion & Beauty Products;New Clothes;2020
693407;5000;1500;0;6/15/2024;5 WEEKS CREDIT EASE;ENGINEER;150624;1197;MALE;27000;2000;1;1300;150624;150624;0;40;Food & Hospitality;Meat Vendor-Butchery;2020
687915;5000;1500;0;5/27/2024;5 WEEKS CREDIT EASE;ENGINEER;310524;1176;FEMALE;13800;2000;1;1800;270524;270524;0;40;Food & Hospitality;Retail Shop;2011
685520;5000;1500;0;5/27/2024;5 WEEKS CREDIT EASE;MOLO;270524;1173;FEMALE;6000;3000;1;1300;270524;270524;0;40;Food & Hospitality;Food Kiosks;2018
680457;5000;1500;0;06.05.2024;5 WEEKS CREDIT EASE;ENGINEER;140524;1157;MALE;11000;2500;1;6500;50824;50824;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2017
680456;5000;1500;0;4/15/2024;5 WEEKS CREDIT EASE;ENGINEER;140524;1156;MALE;8000;2000;1;6500;150424;150424;0;0;Fashion & Beauty Products;Hawking- Mobile merchandize Services;2018
677703;5000;1500;0;6/27/2024;5 WEEKS CREDIT EASE;MOLO;50724;1143;MALE;18300;1800;1;200;270624;270624;0;50;Food & Hospitality;Food Kiosks;2020
797507;10000;3850;0;03.03.2025;7 WEEKS CREDIT EASE;ENGINEER;210325;1131;MALE;12900;1800;1;13850;310125;310125;0;0;Fashion & Beauty Products;Tailoring Services;2024
675028;5000;1500;0;4/29/2024;5 WEEKS CREDIT EASE;ENGINEER;290424;1126;MALE;8800;1800;1;40;290424;290424;0;50;Hospitality & Tourism;Bar/ Restaurant;2016
674125;7000;2000;0;08.04.2024;5 WEEKS CREDIT EASE;ENGINEER;250424;1104;FEMALE;10500;2000;1;9000;50924;50924;0;40;Food & Hospitality;Food Kiosks;2018
710954;6000;1750;0;7/22/2024;5 WEEKS CREDIT EASE;MOLO;290724;1080;MALE;10000;2500;1;1150;50824;50824;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2015
681717;11000;4200;0;5/28/2024;7 WEEKS CREDIT EASE;MOLO;300524;1050;FEMALE;28600;2000;1;2670;280524;280524;0;60;Food & Hospitality;Green Grocery (Fruit/Vegetables);2023
909037;10000;2750;0;10/22/2025;5 WEEKS CREDIT EASE;MOLO;221025;1026;MALE;24000;2000;1;60;291125;291125;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2013
752536;13000;3500;0;1/28/2025;5 WEEKS CREDIT EASE;MOLO;110624;1021;FEMALE;22800;2000;1;270;211125;211125;0;50;Agriculture, Forestry & Fishing;Green Grocery (Fruit/Vegetables);2016
879782;6000;1750;0;8/25/2025;5 WEEKS CREDIT EASE;MOLO;90125;1011;FEMALE;10500;3000;1;3010;101025;101025;0;50;Personal Services ;Tailoring Services;2024
735233;7000;2000;0;11/15/2024;5 WEEKS CREDIT EASE;MOLO;260924;984;FEMALE;14000;3000;1;131;111125;111125;0;50;Human Health & Animal Services;Agro-vet;2019
891122;10000;2750;0;9/15/2025;5 WEEKS CREDIT EASE;MOLO;220925;931;MALE;32500;2000;1;2300;301125;301125;0;50;Food & Hospitality;Bar/ Restaurant;2019
821725;10000;2750;0;01.05.2025;5 WEEKS CREDIT EASE;MOLO;50825;920;FEMALE;15700;2500;1;150;110725;110725;0;50;Food & Hospitality;Food Kiosks;2024
757913;5000;1500;0;11.11.2024;5 WEEKS CREDIT EASE;MOLO;191124;536;FEMALE;8000;2000;1;981;250225;250225;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2019
843413;12000;3250;0;6/18/2025;5 WEEKS CREDIT EASE;MOLO;230625;505;MALE;20000;2000;1;1664;301125;301125;0;50;Manufacturing;Green Grocery (Fruit/Vegetables);2018
888754;14000;3750;0;9/13/2025;5 WEEKS CREDIT EASE;MOLO;170925;484;MALE;21000;2500;1;3120;251125;251125;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2018
783568;7000;2000;0;1/19/2025;5 WEEKS CREDIT EASE;MOLO;220125;444;MALE;12000;1500;1;9000;71125;71125;0;50;Hospitality & Tourism;Food Kiosks;2011
671851;11000;3000;0;4/18/2024;5 WEEKS CREDIT EASE;MOLO;190424;354;MALE;99000;2000;1;2355;301125;301125;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2017
720868;10000;3850;0;05.09.2024;7 WEEKS CREDIT EASE;MOLO;90524;23;MALE;10000;2000;1;264;200825;200825;0;70;Food & Hospitality;Green Grocery (Fruit/Vegetables);2012
934254;4000;1250;0;11/20/2025;5 WEEKS CREDIT EASE;ENGINEER;120425;1783;FEMALE;11000;3500;2;3400;201125;291125;0;10;Fashion & Beauty Products;Caterer;2016
930820;3000;1000;0;11/21/2025;5 WEEKS CREDIT EASE;MOLO;281125;1774;FEMALE;13000;1500;2;850;211125;211125;0;40;Food & Hospitality;Retail Shop;2016
929967;4000;1250;0;11/26/2025;5 WEEKS CREDIT EASE;MOLO;271125;1770;FEMALE;7200;1500;2;1550;261125;291125;0;40;Food & Hospitality;Food Kiosks;2019
929889;4000;1250;0;11/24/2025;5 WEEKS CREDIT EASE;ENGINEER;261125;1769;FEMALE;11000;3000;2;1550;241125;261125;0;40;Food & Hospitality;Green Grocery (Fruit/Vegetables);2016
929603;5000;1500;0;11/23/2025;5 WEEKS CREDIT EASE;MOLO;261125;1768;FEMALE;13000;1500;2;600;231125;281125;0;50;General Hardware & Electronics;Building & Construction Materials;2016
928189;4000;1250;0;11/20/2025;5 WEEKS CREDIT EASE;MOLO;251125;1766;FEMALE;13000;1500;2;2850;201125;251125;0;20;Food & Hospitality;Green Grocery (Fruit/Vegetables);2016
926350;5000;1500;0;11/16/2025;5 WEEKS CREDIT EASE;MOLO;201125;1764;FEMALE;13000;2000;2;1100;161125;161125;0;40;Food & Hospitality;Food Kiosks;2020
915380;5000;1500;0;10/31/2025;5 WEEKS CREDIT EASE;MOLO;110125;1742;FEMALE;5000;2000;2;5200;311025;271125;0;0;Food & Hospitality;Green Grocery (Fruit/Vegetables);2019
933818;7000;2000;0;11/17/2025;5 WEEKS CREDIT EASE;MOLO;120325;1737;MALE;14000;3000;2;5600;111125;171125;0;10;Food & Hospitality;Green Grocery (Fruit/Vegetables);2013
903450;3000;1000;0;9/30/2025;5 WEEKS CREDIT EASE;MOLO;141025;1719;FEMALE;12000;2000;2;4000;300925;71025;0;0;Transportation ;Taxi & Rental Services;2016
890378;5000;1500;0;11/28/2025;5 WEEKS CREDIT EASE;ENGINEER;200925;1694;MALE;16200;1800;2;700;281125;291125;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2012
859853;7000;2000;0;7/16/2025;5 WEEKS CREDIT EASE;MOLO;260725;1615;FEMALE;8000;2000;2;4160;160725;160725;0;30;Food & Hospitality;Green Grocery (Fruit/Vegetables);2019
906509;4000;1250;0;10/16/2025;5 WEEKS CREDIT EASE;ENGINEER;171025;1603;FEMALE;10000;2000;2;2050;91025;161025;0;30;General Hardware & Electronics;Household Utensils;2020
868854;8000;2250;0;8/14/2025;5 WEEKS CREDIT EASE;MOLO;140825;1595;MALE;8000;3000;2;3550;60825;140825;0;30;Food & Hospitality;Green Grocery (Fruit/Vegetables);2013
859595;5000;1500;0;08.08.2025;5 WEEKS CREDIT EASE;MOLO;250725;1578;MALE;0;2500;2;3200;10825;80825;0;20;Food & Hospitality;Green Grocery (Fruit/Vegetables);2020
838858;5000;1500;0;11.08.2025;5 WEEKS CREDIT EASE;MOLO;140625;1561;MALE;13000;1800;2;1920;171125;271125;0;50;Food & Hospitality;Meat Vendor-Butchery;2014
829582;5000;1500;0;5/31/2025;5 WEEKS CREDIT EASE;ENGINEER;250525;1531;MALE;7000;2000;2;1472;310525;90625;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2018
929870;11000;4200;0;11/17/2025;7 WEEKS CREDIT EASE;ENGINEER;121025;1520;FEMALE;16000;2500;2;8100;171125;241125;0;20;Manufacturing;Green Grocery (Fruit/Vegetables);2018
824284;5000;1500;0;06.05.2025;5 WEEKS CREDIT EASE;ENGINEER;140525;1510;MALE;13000;2000;2;6500;100625;170625;0;0;Food & Hospitality;Food Kiosks;2015
929622;8000;3150;0;11/22/2025;7 WEEKS CREDIT EASE;ENGINEER;121025;1507;MALE;12000;2500;2;5150;221125;291125;0;30;Food & Hospitality;Green Grocery (Fruit/Vegetables);2017
943913;3000;1000;0;11/22/2025;5 WEEKS CREDIT EASE;ENGINEER;201225;1505;MALE;12000;2500;2;4000;141025;221025;0;0;Agriculture ;Farming-Crop Products (Coconuts etc);2019
822706;5000;1500;0;10.05.2025;5 WEEKS CREDIT EASE;ENGINEER;51025;1502;FEMALE;8000;2500;2;780;251125;281125;0;50;Personal Services ;Barber Shop;2013
843935;8000;2250;0;11.09.2025;5 WEEKS CREDIT EASE;ENGINEER;240625;1494;MALE;0;2500;2;7950;100625;110925;0;10;Food & Hospitality;Bar/ Restaurant;2023
819401;5000;1500;0;5/19/2025;5 WEEKS CREDIT EASE;ENGINEER;50125;1492;MALE;7000;2500;2;1350;190525;190525;0;40;Food & Hospitality;Retail Shop;2015
850252;5000;1500;0;6/30/2025;5 WEEKS CREDIT EASE;ENGINEER;70825;1458;FEMALE;11400;2000;2;1500;140725;300825;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2017
799205;8000;3150;0;3/18/2025;7 WEEKS CREDIT EASE;ENGINEER;270325;1425;FEMALE;6200;2500;2;11150;180325;240425;0;0;Finance & Insurance;Mobile Money Services-Mpesa;2010
793905;5000;1500;0;10.02.2025;5 WEEKS CREDIT EASE;ENGINEER;240225;1424;MALE;5600;1800;2;6500;201025;231025;0;30;Fashion & Beauty Products;New Clothes;2015
786413;5000;1500;0;2/13/2025;5 WEEKS CREDIT EASE;ENGINEER;20625;1399;MALE;10600;2500;2;5800;130225;230225;0;0;Food & Hospitality;Meat Vendor-Butchery;2017
844669;5000;1500;0;6/25/2025;5 WEEKS CREDIT EASE;ENGINEER;250625;1396;MALE;8000;2500;2;715;20825;50825;0;50;Manufacturing;Green Grocery (Fruit/Vegetables);2019
808224;5000;1500;0;06.03.2025;5 WEEKS CREDIT EASE;ENGINEER;40525;1391;MALE;6000;2500;2;6500;120425;140425;0;0;Food & Hospitality;Cereals;2023
781956;5000;1500;0;03.01.2025;5 WEEKS CREDIT EASE;ENGINEER;170125;1383;MALE;8000;3000;2;6500;200325;200325;0;20;Food & Hospitality;Green Grocery (Fruit/Vegetables);2022
787881;5000;1500;0;10.02.2025;5 WEEKS CREDIT EASE;ENGINEER;21025;1368;MALE;8000;3000;2;3001;270825;40925;0;20;Food & Hospitality;Caterer;2023
772490;5000;1500;0;03.07.2025;5 WEEKS CREDIT EASE;ENGINEER;241224;1362;FEMALE;5000;2000;2;6000;130525;30725;0;50;Manufacturing;Green Grocery (Fruit/Vegetables);2017
781757;8000;2250;0;02.01.2025;5 WEEKS CREDIT EASE;ENGINEER;170125;1357;FEMALE;19200;2000;2;8350;20125;90125;0;0;Natural Resources/Environmental ;Firewood & Charcoal Vendor;2018
895430;4000;1250;0;9/22/2025;5 WEEKS CREDIT EASE;MOLO;290925;1324;MALE;5600;2000;2;5250;170325;200325;0;0;Food & Hospitality;Food Kiosks;2018
761593;5000;1500;0;12.02.2025;5 WEEKS CREDIT EASE;ENGINEER;271124;1323;FEMALE;14000;2000;2;3990;180325;270325;0;20;Food & Hospitality;Retail Shop;2011
931710;5000;1500;0;11/28/2025;5 WEEKS CREDIT EASE;ENGINEER;291125;1315;MALE;11000;2000;2;2000;281125;281125;0;30;Food & Hospitality;Bar/ Restaurant;2015
740104;5000;1500;0;10/17/2024;5 WEEKS CREDIT EASE;MOLO;100824;1312;FEMALE;6000;2000;2;7086;171024;171024;586;0;Food & Hospitality;Food Kiosks;2016
732523;5000;1500;0;12.09.2024;5 WEEKS CREDIT EASE;MOLO;190924;1298;FEMALE;7900;2000;2;200;150125;140525;0;50;Food & Hospitality;Farming-Animal Products;2012
730608;5000;1500;0;9/16/2024;5 WEEKS CREDIT EASE;ENGINEER;160924;1294;MALE;10000;2500;2;4000;160924;160924;0;10;Food & Hospitality;Food Kiosks;2019
724614;7000;2000;0;8/28/2024;5 WEEKS CREDIT EASE;ENGINEER;310824;1279;MALE;16800;1700;2;3300;280824;270924;0;40;Food & Hospitality;Green Grocery (Fruit/Vegetables);2021
781505;7000;2000;0;03.01.2025;5 WEEKS CREDIT EASE;ENGINEER;170125;1256;MALE;14000;2500;2;9000;200125;280125;0;0;Agriculture ;Farming-Animal Products;2020
713429;5000;1500;0;7/22/2024;5 WEEKS CREDIT EASE;ENGINEER;80524;1244;MALE;7800;2500;2;6500;220724;280724;0;0;Fashion & Beauty Products;Beauty Salon;2019
891687;4000;1250;0;9/18/2025;5 WEEKS CREDIT EASE;MOLO;230925;1238;MALE;8000;2000;2;5250;70725;140725;0;0;Natural Resources/Environmental ;Firewood & Charcoal Vendor;2021
730693;5000;1500;0;9/13/2024;5 WEEKS CREDIT EASE;MOLO;160924;1219;MALE;10000;2500;2;3950;130924;130924;0;20;Agriculture ;Farming-Animal Products;2022
692170;5000;1500;0;6/15/2024;5 WEEKS CREDIT EASE;MOLO;61224;1193;MALE;5700;1500;2;240;150624;150624;0;50;Human Health & Animal Services;Pharmacy/Dispensing Chemist;2017
909681;5000;1500;0;10/22/2025;5 WEEKS CREDIT EASE;ENGINEER;231025;1188;MALE;21200;2500;2;1980;201125;231125;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2020
678490;5000;1500;0;4/15/2024;5 WEEKS CREDIT EASE;ENGINEER;50824;1145;FEMALE;7000;2000;2;6500;150424;220424;0;0;Food & Hospitality;Retail Shop;2016
689603;5000;1500;0;5/30/2024;5 WEEKS CREDIT EASE;MOLO;60624;1142;MALE;8100;2500;2;6500;150624;260624;0;30;Food & Hospitality;Green Grocery (Fruit/Vegetables);2016
696088;7000;2000;0;5/23/2024;5 WEEKS CREDIT EASE;ENGINEER;210624;1138;MALE;0;2000;2;9000;230524;230524;0;0;Food & Hospitality;Retail Shop;2021
675649;5000;1500;0;4/15/2024;5 WEEKS CREDIT EASE;ENGINEER;300424;1128;FEMALE;7000;2500;2;4895;150424;220424;0;10;Personal Services ;Other;2017
674987;5000;1500;0;4/13/2024;5 WEEKS CREDIT EASE;ENGINEER;290424;1125;MALE;5800;2500;2;6500;270424;290424;0;20;Food & Hospitality;Food Kiosks;2016
712141;5000;1500;0;11.07.2024;5 WEEKS CREDIT EASE;ENGINEER;80124;1117;MALE;8300;2000;2;3350;60824;60824;0;20;Fashion & Beauty Products;Second Hand Clothes;2017
722646;10000;3850;0;8/27/2024;7 WEEKS CREDIT EASE;ENGINEER;91024;1113;FEMALE;12900;1800;2;9650;140824;270824;0;10;Natural Resources/Environmental ;Firewood & Charcoal Vendor;2020
802923;10000;2750;0;12.03.2025;5 WEEKS CREDIT EASE;ENGINEER;220325;1099;FEMALE;40000;2500;2;5100;270625;210725;0;30;Food & Hospitality;Green Grocery (Fruit/Vegetables);2018
715945;5000;1500;0;09.08.2024;5 WEEKS CREDIT EASE;MOLO;81124;1088;FEMALE;7500;2000;2;6500;91124;201124;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2020
762409;9000;2500;0;11/21/2025;5 WEEKS CREDIT EASE;MOLO;291124;1077;MALE;12600;1800;2;1490;211125;211125;0;50;Food & Hospitality;Food Kiosks;2020
649587;5000;1500;0;12.02.2024;5 WEEKS CREDIT EASE;MOLO;190224;1051;MALE;7000;2500;2;2780;191125;261125;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2019
784118;10000;2750;0;1/21/2025;5 WEEKS CREDIT EASE;MOLO;240125;1019;FEMALE;13300;1800;2;12750;160625;260625;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2011
768591;7000;2000;0;12/17/2024;5 WEEKS CREDIT EASE;MOLO;161224;993;FEMALE;16800;2000;2;9000;120525;140525;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2015
766840;10000;2750;0;05.12.2024;5 WEEKS CREDIT EASE;MOLO;121124;920;FEMALE;22000;1800;2;12750;70225;190225;0;50;Food & Hospitality;Food Kiosks;2018
767361;10000;3850;0;12/17/2024;7 WEEKS CREDIT EASE;MOLO;261224;917;MALE;12900;2000;2;13850;280425;280425;0;70;Food & Hospitality;Meat Vendor-Butchery;2013
644739;5000;1500;0;05.01.2024;5 WEEKS CREDIT EASE;MOLO;20924;783;MALE;9200;3000;2;2600;231124;301124;0;50;Food & Hospitality;Green Grocery (Fruit/Vegetables);2014
710177;5000;1500;0;7/26/2024;5 WEEKS CREDIT EASE;MOLO;260724;740;MALE;8600;0;2;1200;110725;110725;0;50;Food & Hospitality;Food Kiosks;2020
772870;7000;2000;0;11.12.2024;5 WEEKS CREDIT EASE;MOLO;251224;718;MALE;11200;2500;2;9000;30425;70425;0;50;Food & Hospitality;Food Kiosks;2020
747265;7000;2000;0;10/18/2024;5 WEEKS CREDIT EASE;MOLO;241024;650;MALE;9800;2000;2;2535;211125;281125;0;50;Real Estate & Housing;Workshop (wood & Metal) ;2016
709326;10000;2750;0;10.07.2024;5 WEEKS CREDIT EASE;MOLO;240724;620;FEMALE;40000;1800;2;12750;50825;160925;0;50;Fashion & Beauty Products;Second Hand Clothes;2024
796327;10000;2750;0;04.03.2025;5 WEEKS CREDIT EASE;MOLO;30525;482;FEMALE;20000;1800;2;99;251125;261125;0;50;Fashion & Beauty Products;Barber Shop;2017
813724;5000;1500;0;4/23/2025;5 WEEKS CREDIT EASE;MOLO;190425;444;MALE;7100;2500;2;6500;71125;131125;0;50;Fashion & Beauty Products;Second Hand Clothes;2023
